Código,Unidade,Sub unidade,Tipo,Nome,Descritivo,
1240.22.935,Expedição,Patrulha Pantera,Jogos,,,
1240.22.936,Expedição,Patrulha Pantera,Jogos,,,
1240.22.937,Expedição,Patrulha Pantera,Jogos,,,
1240.22.938,Expedição,Patrulha Pantera,Jogos,,,
1240.22.939,Expedição,Patrulha Pantera,Jogos,,,
1240.22.940,Expedição,Patrulha Pantera,Jogos,,,
1240.22.941,Expedição,Patrulha Pantera,Jogos,,,
1240.22.942,Expedição,Patrulha Pantera,Jogos,,,
1240.22.943,Expedição,Patrulha Pantera,Jogos,,,
1240.22.944,Expedição,Patrulha Pantera,Jogos,,,
1240.22.945,Expedição,Patrulha Pantera,Jogos,,,
1240.22.946,Expedição,Patrulha Pantera,Jogos,,,
1240.22.947,Expedição,Patrulha Pantera,Jogos,,,
1240.22.948,Expedição,Patrulha Pantera,Jogos,,,
1240.22.949,Expedição,Patrulha Pantera,Jogos,,,
1240.22.950,Expedição,Patrulha Pantera,Jogos,,,
1240.22.951,Expedição,Patrulha Pantera,Jogos,,,
1240.22.952,Expedição,Patrulha Pantera,Jogos,,,
1240.22.953,Expedição,Patrulha Pantera,Jogos,,,
1240.22.954,Expedição,Patrulha Pantera,Jogos,,,
1240.22.955,Expedição,Patrulha Pantera,Jogos,,,
1240.22.956,Expedição,Patrulha Pantera,Jogos,,,
1240.22.957,Expedição,Patrulha Pantera,Jogos,,,
1240.22.958,Expedição,Patrulha Pantera,Jogos,,,
1240.22.959,Expedição,Patrulha Pantera,Jogos,,,
1240.22.960,Expedição,Patrulha Pantera,Jogos,,,
1240.22.961,Expedição,Patrulha Pantera,Jogos,,,
1240.22.962,Expedição,Patrulha Pantera,Jogos,,,
1240.22.963,Expedição,Patrulha Pantera,Jogos,,,
1240.22.964,Expedição,Patrulha Pantera,Jogos,,,
1240.22.965,Expedição,Patrulha Pantera,Jogos,,,
1240.22.966,Expedição,Patrulha Pantera,Jogos,,,
1240.22.967,Expedição,Patrulha Pantera,Jogos,,,
1240.22.968,Expedição,Patrulha Pantera,Jogos,,,
1240.22.969,Expedição,Patrulha Pantera,Jogos,,,
1240.22.970,Expedição,Patrulha Pantera,Jogos,,,
1240.22.971,Expedição,Patrulha Pantera,Jogos,,,
1240.22.972,Expedição,Patrulha Pantera,Jogos,,,
1240.22.973,Expedição,Patrulha Pantera,Jogos,,,
1240.22.974,Expedição,Patrulha Pantera,Jogos,,,
1240.22.975,Expedição,Patrulha Pantera,Jogos,,,
1240.22.976,Expedição,Patrulha Pantera,Jogos,,,
1240.22.977,Expedição,Patrulha Pantera,Jogos,,,
1240.22.978,Expedição,Patrulha Pantera,Jogos,,,
1240.22.979,Expedição,Patrulha Pantera,Jogos,,,
1240.22.980,Expedição,Patrulha Pantera,Jogos,,,
1240.22.981,Expedição,Patrulha Pantera,Jogos,,,
1240.22.982,Expedição,Patrulha Pantera,Jogos,,,
1240.22.983,Expedição,Patrulha Pantera,Jogos,,,
1240.22.984,Expedição,Patrulha Pantera,Jogos,,,
1240.22.985,Expedição,Patrulha Pantera,Jogos,,,
1240.22.986,Expedição,Patrulha Pantera,Jogos,,,
1240.22.987,Expedição,Patrulha Pantera,Jogos,,,
1240.22.988,Expedição,Patrulha Pantera,Jogos,,,
1240.22.989,Expedição,Patrulha Pantera,Jogos,,,
1240.22.990,Expedição,Patrulha Pantera,Jogos,,,
1240.22.991,Expedição,Patrulha Pantera,Jogos,,,
1240.22.992,Expedição,Patrulha Pantera,Jogos,,,
1240.22.993,Expedição,Patrulha Pantera,Jogos,,,
1240.22.994,Expedição,Patrulha Pantera,Jogos,,,
1240.22.995,Expedição,Patrulha Pantera,Jogos,,,
1240.22.996,Expedição,Patrulha Pantera,Jogos,,,
1240.22.997,Expedição,Patrulha Pantera,Jogos,,,
1240.22.998,Expedição,Patrulha Pantera,Jogos,,,
1240.22.999,Expedição,Patrulha Pantera,Jogos,,,
1240.23.100,Expedição,Patrulha Leão,Sede,,,
1240.23.101,Expedição,Patrulha Leão,Sede,,,
1240.23.102,Expedição,Patrulha Leão,Sede,,,
1240.23.103,Expedição,Patrulha Leão,Sede,,,
1240.23.104,Expedição,Patrulha Leão,Sede,,,
1240.23.105,Expedição,Patrulha Leão,Sede,,,
1240.23.106,Expedição,Patrulha Leão,Sede,,,
1240.23.107,Expedição,Patrulha Leão,Sede,,,
1240.23.108,Expedição,Patrulha Leão,Sede,,,
1240.23.109,Expedição,Patrulha Leão,Sede,,,
1240.23.110,Expedição,Patrulha Leão,Sede,,,
1240.23.111,Expedição,Patrulha Leão,Sede,,,
1240.23.112,Expedição,Patrulha Leão,Sede,,,
1240.23.113,Expedição,Patrulha Leão,Sede,,,
1240.23.114,Expedição,Patrulha Leão,Sede,,,
1240.23.115,Expedição,Patrulha Leão,Sede,,,
1240.23.116,Expedição,Patrulha Leão,Sede,,,
1240.23.117,Expedição,Patrulha Leão,Sede,,,
1240.23.118,Expedição,Patrulha Leão,Sede,,,
1240.23.119,Expedição,Patrulha Leão,Sede,,,
1240.23.120,Expedição,Patrulha Leão,Sede,,,
1240.23.121,Expedição,Patrulha Leão,Sede,,,
1240.23.122,Expedição,Patrulha Leão,Sede,,,
1240.23.123,Expedição,Patrulha Leão,Sede,,,
1240.23.124,Expedição,Patrulha Leão,Sede,,,
1240.23.125,Expedição,Patrulha Leão,Sede,,,
1240.23.126,Expedição,Patrulha Leão,Sede,,,
1240.23.127,Expedição,Patrulha Leão,Sede,,,
1240.23.128,Expedição,Patrulha Leão,Sede,,,
1240.23.129,Expedição,Patrulha Leão,Sede,,,
1240.23.130,Expedição,Patrulha Leão,Sede,,,
1240.23.131,Expedição,Patrulha Leão,Sede,,,
1240.23.132,Expedição,Patrulha Leão,Sede,,,
1240.23.133,Expedição,Patrulha Leão,Sede,,,
1240.23.134,Expedição,Patrulha Leão,Sede,,,
1240.23.135,Expedição,Patrulha Leão,Sede,,,
1240.23.136,Expedição,Patrulha Leão,Sede,,,
1240.23.137,Expedição,Patrulha Leão,Sede,,,
1240.23.138,Expedição,Patrulha Leão,Sede,,,
1240.23.139,Expedição,Patrulha Leão,Sede,,,
1240.23.140,Expedição,Patrulha Leão,Sede,,,
1240.23.141,Expedição,Patrulha Leão,Sede,,,
1240.23.142,Expedição,Patrulha Leão,Sede,,,
1240.23.143,Expedição,Patrulha Leão,Sede,,,
1240.23.144,Expedição,Patrulha Leão,Sede,,,
1240.23.145,Expedição,Patrulha Leão,Sede,,,
1240.23.146,Expedição,Patrulha Leão,Sede,,,
1240.23.147,Expedição,Patrulha Leão,Sede,,,
1240.23.148,Expedição,Patrulha Leão,Sede,,,
1240.23.149,Expedição,Patrulha Leão,Sede,,,
1240.23.150,Expedição,Patrulha Leão,Sede,,,
1240.23.151,Expedição,Patrulha Leão,Sede,,,
1240.23.152,Expedição,Patrulha Leão,Sede,,,
1240.23.153,Expedição,Patrulha Leão,Sede,,,
1240.23.154,Expedição,Patrulha Leão,Sede,,,
1240.23.155,Expedição,Patrulha Leão,Sede,,,
1240.23.156,Expedição,Patrulha Leão,Sede,,,
1240.23.157,Expedição,Patrulha Leão,Sede,,,
1240.23.158,Expedição,Patrulha Leão,Sede,,,
1240.23.159,Expedição,Patrulha Leão,Sede,,,
1240.23.160,Expedição,Patrulha Leão,Sede,,,
1240.23.161,Expedição,Patrulha Leão,Sede,,,
1240.23.162,Expedição,Patrulha Leão,Sede,,,
1240.23.163,Expedição,Patrulha Leão,Sede,,,
1240.23.164,Expedição,Patrulha Leão,Sede,,,
1240.23.165,Expedição,Patrulha Leão,Sede,,,
1240.23.166,Expedição,Patrulha Leão,Sede,,,
1240.23.167,Expedição,Patrulha Leão,Sede,,,
1240.23.168,Expedição,Patrulha Leão,Sede,,,
1240.23.169,Expedição,Patrulha Leão,Sede,,,
1240.23.170,Expedição,Patrulha Leão,Sede,,,
1240.23.171,Expedição,Patrulha Leão,Sede,,,
1240.23.172,Expedição,Patrulha Leão,Sede,,,
1240.23.173,Expedição,Patrulha Leão,Sede,,,
1240.23.174,Expedição,Patrulha Leão,Sede,,,
1240.23.175,Expedição,Patrulha Leão,Sede,,,
1240.23.176,Expedição,Patrulha Leão,Sede,,,
1240.23.177,Expedição,Patrulha Leão,Sede,,,
1240.23.178,Expedição,Patrulha Leão,Sede,,,
1240.23.179,Expedição,Patrulha Leão,Sede,,,
1240.23.180,Expedição,Patrulha Leão,Sede,,,
1240.23.181,Expedição,Patrulha Leão,Sede,,,
1240.23.182,Expedição,Patrulha Leão,Sede,,,
1240.23.183,Expedição,Patrulha Leão,Sede,,,
1240.23.184,Expedição,Patrulha Leão,Sede,,,
1240.23.185,Expedição,Patrulha Leão,Sede,,,
1240.23.186,Expedição,Patrulha Leão,Sede,,,
1240.23.187,Expedição,Patrulha Leão,Sede,,,
1240.23.188,Expedição,Patrulha Leão,Sede,,,
1240.23.189,Expedição,Patrulha Leão,Sede,,,
1240.23.190,Expedição,Patrulha Leão,Sede,,,
1240.23.191,Expedição,Patrulha Leão,Sede,,,
1240.23.192,Expedição,Patrulha Leão,Sede,,,
1240.23.193,Expedição,Patrulha Leão,Sede,,,
1240.23.194,Expedição,Patrulha Leão,Sede,,,
1240.23.195,Expedição,Patrulha Leão,Sede,,,
1240.23.196,Expedição,Patrulha Leão,Sede,,,
1240.23.197,Expedição,Patrulha Leão,Sede,,,
1240.23.198,Expedição,Patrulha Leão,Sede,,,
1240.23.199,Expedição,Patrulha Leão,Sede,,,
1240.23.200,Expedição,Patrulha Leão,Abrigo,,,
1240.23.201,Expedição,Patrulha Leão,Abrigo,,,
1240.23.202,Expedição,Patrulha Leão,Abrigo,,,
1240.23.203,Expedição,Patrulha Leão,Abrigo,,,
1240.23.204,Expedição,Patrulha Leão,Abrigo,,,
1240.23.205,Expedição,Patrulha Leão,Abrigo,,,
1240.23.206,Expedição,Patrulha Leão,Abrigo,,,
1240.23.207,Expedição,Patrulha Leão,Abrigo,,,
1240.23.208,Expedição,Patrulha Leão,Abrigo,,,
1240.23.209,Expedição,Patrulha Leão,Abrigo,,,
1240.23.210,Expedição,Patrulha Leão,Abrigo,,,
1240.23.211,Expedição,Patrulha Leão,Abrigo,,,
1240.23.212,Expedição,Patrulha Leão,Abrigo,,,
1240.23.213,Expedição,Patrulha Leão,Abrigo,,,
1240.23.214,Expedição,Patrulha Leão,Abrigo,,,
1240.23.215,Expedição,Patrulha Leão,Abrigo,,,
1240.23.216,Expedição,Patrulha Leão,Abrigo,,,
1240.23.217,Expedição,Patrulha Leão,Abrigo,,,
1240.23.218,Expedição,Patrulha Leão,Abrigo,,,
1240.23.219,Expedição,Patrulha Leão,Abrigo,,,
1240.23.220,Expedição,Patrulha Leão,Abrigo,,,
1240.23.221,Expedição,Patrulha Leão,Abrigo,,,
1240.23.222,Expedição,Patrulha Leão,Abrigo,,,
1240.23.223,Expedição,Patrulha Leão,Abrigo,,,
1240.23.224,Expedição,Patrulha Leão,Abrigo,,,
1240.23.225,Expedição,Patrulha Leão,Abrigo,,,
1240.23.226,Expedição,Patrulha Leão,Abrigo,,,
1240.23.227,Expedição,Patrulha Leão,Abrigo,,,
1240.23.228,Expedição,Patrulha Leão,Abrigo,,,
1240.23.229,Expedição,Patrulha Leão,Abrigo,,,
1240.23.230,Expedição,Patrulha Leão,Abrigo,,,
1240.23.231,Expedição,Patrulha Leão,Abrigo,,,
1240.23.232,Expedição,Patrulha Leão,Abrigo,,,
1240.23.233,Expedição,Patrulha Leão,Abrigo,,,
1240.23.234,Expedição,Patrulha Leão,Abrigo,,,
1240.23.235,Expedição,Patrulha Leão,Abrigo,,,
1240.23.236,Expedição,Patrulha Leão,Abrigo,,,
1240.23.237,Expedição,Patrulha Leão,Abrigo,,,
1240.23.238,Expedição,Patrulha Leão,Abrigo,,,
1240.23.239,Expedição,Patrulha Leão,Abrigo,,,
1240.23.240,Expedição,Patrulha Leão,Abrigo,,,
1240.23.241,Expedição,Patrulha Leão,Abrigo,,,
1240.23.242,Expedição,Patrulha Leão,Abrigo,,,
1240.23.243,Expedição,Patrulha Leão,Abrigo,,,
1240.23.244,Expedição,Patrulha Leão,Abrigo,,,
1240.23.245,Expedição,Patrulha Leão,Abrigo,,,
1240.23.246,Expedição,Patrulha Leão,Abrigo,,,
1240.23.247,Expedição,Patrulha Leão,Abrigo,,,
1240.23.248,Expedição,Patrulha Leão,Abrigo,,,
1240.23.249,Expedição,Patrulha Leão,Abrigo,,,
1240.23.250,Expedição,Patrulha Leão,Abrigo,,,
1240.23.251,Expedição,Patrulha Leão,Abrigo,,,
1240.23.252,Expedição,Patrulha Leão,Abrigo,,,
1240.23.253,Expedição,Patrulha Leão,Abrigo,,,
1240.23.254,Expedição,Patrulha Leão,Abrigo,,,
1240.23.255,Expedição,Patrulha Leão,Abrigo,,,
1240.23.256,Expedição,Patrulha Leão,Abrigo,,,
1240.23.257,Expedição,Patrulha Leão,Abrigo,,,
1240.23.258,Expedição,Patrulha Leão,Abrigo,,,
1240.23.259,Expedição,Patrulha Leão,Abrigo,,,
1240.23.260,Expedição,Patrulha Leão,Abrigo,,,
1240.23.261,Expedição,Patrulha Leão,Abrigo,,,
1240.23.262,Expedição,Patrulha Leão,Abrigo,,,
1240.23.263,Expedição,Patrulha Leão,Abrigo,,,
1240.23.264,Expedição,Patrulha Leão,Abrigo,,,
1240.23.265,Expedição,Patrulha Leão,Abrigo,,,
1240.23.266,Expedição,Patrulha Leão,Abrigo,,,
1240.23.267,Expedição,Patrulha Leão,Abrigo,,,
1240.23.268,Expedição,Patrulha Leão,Abrigo,,,
1240.23.269,Expedição,Patrulha Leão,Abrigo,,,
1240.23.270,Expedição,Patrulha Leão,Abrigo,,,
1240.23.271,Expedição,Patrulha Leão,Abrigo,,,
1240.23.272,Expedição,Patrulha Leão,Abrigo,,,
1240.23.273,Expedição,Patrulha Leão,Abrigo,,,
1240.23.274,Expedição,Patrulha Leão,Abrigo,,,
1240.23.275,Expedição,Patrulha Leão,Abrigo,,,
1240.23.276,Expedição,Patrulha Leão,Abrigo,,,
1240.23.277,Expedição,Patrulha Leão,Abrigo,,,
1240.23.278,Expedição,Patrulha Leão,Abrigo,,,
1240.23.279,Expedição,Patrulha Leão,Abrigo,,,
1240.23.280,Expedição,Patrulha Leão,Abrigo,,,
1240.23.281,Expedição,Patrulha Leão,Abrigo,,,
1240.23.282,Expedição,Patrulha Leão,Abrigo,,,
1240.23.283,Expedição,Patrulha Leão,Abrigo,,,
1240.23.284,Expedição,Patrulha Leão,Abrigo,,,
1240.23.285,Expedição,Patrulha Leão,Abrigo,,,
1240.23.286,Expedição,Patrulha Leão,Abrigo,,,
1240.23.287,Expedição,Patrulha Leão,Abrigo,,,
1240.23.288,Expedição,Patrulha Leão,Abrigo,,,
1240.23.289,Expedição,Patrulha Leão,Abrigo,,,
1240.23.290,Expedição,Patrulha Leão,Abrigo,,,
1240.23.291,Expedição,Patrulha Leão,Abrigo,,,
1240.23.292,Expedição,Patrulha Leão,Abrigo,,,
1240.23.293,Expedição,Patrulha Leão,Abrigo,,,
1240.23.294,Expedição,Patrulha Leão,Abrigo,,,
1240.23.295,Expedição,Patrulha Leão,Abrigo,,,
1240.23.296,Expedição,Patrulha Leão,Abrigo,,,
1240.23.297,Expedição,Patrulha Leão,Abrigo,,,
1240.23.298,Expedição,Patrulha Leão,Abrigo,,,
1240.23.299,Expedição,Patrulha Leão,Abrigo,,,
1240.23.300,Expedição,Patrulha Leão,Cozinha,Cantina 8p,"Com: escumadeira, concha e 1 grampo; em falta: Tampa grande e frigideira",
1240.23.301,Expedição,Patrulha Leão,Cozinha,Alguidar Laranja,,
1240.23.302,Expedição,Patrulha Leão,Cozinha,Tábua plástico vermelho,,
1240.23.303,Expedição,Patrulha Leão,Cozinha,Concha estreita plástico verde,,
1240.23.304,Expedição,Patrulha Leão,Cozinha,,,
1240.23.305,Expedição,Patrulha Leão,Cozinha,,,
1240.23.306,Expedição,Patrulha Leão,Cozinha,,,
1240.23.307,Expedição,Patrulha Leão,Cozinha,,,
1240.23.308,Expedição,Patrulha Leão,Cozinha,,,
1240.23.309,Expedição,Patrulha Leão,Cozinha,,,
1240.23.310,Expedição,Patrulha Leão,Cozinha,,,
1240.23.311,Expedição,Patrulha Leão,Cozinha,,,
1240.23.312,Expedição,Patrulha Leão,Cozinha,,,
1240.23.313,Expedição,Patrulha Leão,Cozinha,,,
1240.23.314,Expedição,Patrulha Leão,Cozinha,,,
1240.23.315,Expedição,Patrulha Leão,Cozinha,,,
1240.23.316,Expedição,Patrulha Leão,Cozinha,,,
1240.23.317,Expedição,Patrulha Leão,Cozinha,,,
1240.23.318,Expedição,Patrulha Leão,Cozinha,,,
1240.23.319,Expedição,Patrulha Leão,Cozinha,,,
1240.23.320,Expedição,Patrulha Leão,Cozinha,,,
1240.23.321,Expedição,Patrulha Leão,Cozinha,,,
1240.23.322,Expedição,Patrulha Leão,Cozinha,,,
1240.23.323,Expedição,Patrulha Leão,Cozinha,,,
1240.23.324,Expedição,Patrulha Leão,Cozinha,,,
1240.23.325,Expedição,Patrulha Leão,Cozinha,,,
1240.23.326,Expedição,Patrulha Leão,Cozinha,,,
1240.23.327,Expedição,Patrulha Leão,Cozinha,,,
1240.23.328,Expedição,Patrulha Leão,Cozinha,,,
1240.23.329,Expedição,Patrulha Leão,Cozinha,,,
1240.23.330,Expedição,Patrulha Leão,Cozinha,,,
1240.23.331,Expedição,Patrulha Leão,Cozinha,,,
1240.23.332,Expedição,Patrulha Leão,Cozinha,,,
1240.23.333,Expedição,Patrulha Leão,Cozinha,,,
1240.23.334,Expedição,Patrulha Leão,Cozinha,,,
1240.23.335,Expedição,Patrulha Leão,Cozinha,,,
1240.23.336,Expedição,Patrulha Leão,Cozinha,,,
1240.23.337,Expedição,Patrulha Leão,Cozinha,,,
1240.23.338,Expedição,Patrulha Leão,Cozinha,,,
1240.23.339,Expedição,Patrulha Leão,Cozinha,,,
1240.23.340,Expedição,Patrulha Leão,Cozinha,,,
1240.23.341,Expedição,Patrulha Leão,Cozinha,,,
1240.23.342,Expedição,Patrulha Leão,Cozinha,,,
1240.23.343,Expedição,Patrulha Leão,Cozinha,,,
1240.23.344,Expedição,Patrulha Leão,Cozinha,,,
1240.23.345,Expedição,Patrulha Leão,Cozinha,,,
1240.23.346,Expedição,Patrulha Leão,Cozinha,,,
1240.23.347,Expedição,Patrulha Leão,Cozinha,,,
1240.23.348,Expedição,Patrulha Leão,Cozinha,,,
1240.23.349,Expedição,Patrulha Leão,Cozinha,,,
1240.23.350,Expedição,Patrulha Leão,Cozinha,,,
1240.23.351,Expedição,Patrulha Leão,Cozinha,,,
1240.23.352,Expedição,Patrulha Leão,Cozinha,,,
1240.23.353,Expedição,Patrulha Leão,Cozinha,,,
1240.23.354,Expedição,Patrulha Leão,Cozinha,,,
1240.23.355,Expedição,Patrulha Leão,Cozinha,,,
1240.23.356,Expedição,Patrulha Leão,Cozinha,,,
1240.23.357,Expedição,Patrulha Leão,Cozinha,,,
1240.23.358,Expedição,Patrulha Leão,Cozinha,,,
1240.23.359,Expedição,Patrulha Leão,Cozinha,,,
1240.23.360,Expedição,Patrulha Leão,Cozinha,,,
1240.23.361,Expedição,Patrulha Leão,Cozinha,,,
1240.23.362,Expedição,Patrulha Leão,Cozinha,,,
1240.23.363,Expedição,Patrulha Leão,Cozinha,,,
1240.23.364,Expedição,Patrulha Leão,Cozinha,,,
1240.23.365,Expedição,Patrulha Leão,Cozinha,,,
1240.23.366,Expedição,Patrulha Leão,Cozinha,,,
1240.23.367,Expedição,Patrulha Leão,Cozinha,,,
1240.23.368,Expedição,Patrulha Leão,Cozinha,,,
1240.23.369,Expedição,Patrulha Leão,Cozinha,,,
1240.23.370,Expedição,Patrulha Leão,Cozinha,,,
1240.23.371,Expedição,Patrulha Leão,Cozinha,,,
1240.23.372,Expedição,Patrulha Leão,Cozinha,,,
1240.23.373,Expedição,Patrulha Leão,Cozinha,,,
1240.23.374,Expedição,Patrulha Leão,Cozinha,,,
1240.23.375,Expedição,Patrulha Leão,Cozinha,,,
1240.23.376,Expedição,Patrulha Leão,Cozinha,,,
1240.23.377,Expedição,Patrulha Leão,Cozinha,,,
1240.23.378,Expedição,Patrulha Leão,Cozinha,,,
1240.23.379,Expedição,Patrulha Leão,Cozinha,,,
1240.23.380,Expedição,Patrulha Leão,Cozinha,,,
1240.23.381,Expedição,Patrulha Leão,Cozinha,,,
1240.23.382,Expedição,Patrulha Leão,Cozinha,,,
1240.23.383,Expedição,Patrulha Leão,Cozinha,,,
1240.23.384,Expedição,Patrulha Leão,Cozinha,,,
1240.23.385,Expedição,Patrulha Leão,Cozinha,,,
1240.23.386,Expedição,Patrulha Leão,Cozinha,,,
1240.23.387,Expedição,Patrulha Leão,Cozinha,,,
1240.23.388,Expedição,Patrulha Leão,Cozinha,,,
1240.23.389,Expedição,Patrulha Leão,Cozinha,,,
1240.23.390,Expedição,Patrulha Leão,Cozinha,,,
1240.23.391,Expedição,Patrulha Leão,Cozinha,,,
1240.23.392,Expedição,Patrulha Leão,Cozinha,,,
1240.23.393,Expedição,Patrulha Leão,Cozinha,,,
1240.23.394,Expedição,Patrulha Leão,Cozinha,,,
1240.23.395,Expedição,Patrulha Leão,Cozinha,,,
1240.23.396,Expedição,Patrulha Leão,Cozinha,,,
1240.23.397,Expedição,Patrulha Leão,Cozinha,,,
1240.23.398,Expedição,Patrulha Leão,Cozinha,,,
1240.23.399,Expedição,Patrulha Leão,Cozinha,,,
1240.23.400,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.401,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.402,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.403,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.404,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.405,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.406,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.407,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.408,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.409,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.410,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.411,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.412,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.413,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.414,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.415,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.416,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.417,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.418,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.419,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.420,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.421,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.422,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.423,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.424,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.425,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.426,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.427,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.428,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.429,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.430,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.431,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.432,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.433,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.434,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.435,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.436,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.437,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.438,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.439,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.440,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.441,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.442,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.443,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.444,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.445,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.446,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.447,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.448,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.449,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.450,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.451,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.452,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.453,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.454,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.455,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.456,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.457,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.458,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.459,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.460,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.461,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.462,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.463,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.464,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.465,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.466,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.467,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.468,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.469,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.470,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.471,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.472,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.473,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.474,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.475,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.476,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.477,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.478,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.479,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.480,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.481,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.482,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.483,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.484,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.485,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.486,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.487,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.488,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.489,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.490,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.491,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.492,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.493,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.494,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.495,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.496,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.497,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.498,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.499,Expedição,Patrulha Leão,Ferramentas,,,
1240.23.500,Expedição,Patrulha Leão,Energizados,Fogão quadrado,,
