Código,Unidade,Sub unidade,Tipo,Nome,Descritivo,
1240.21.536,Expedição,Patrulha Touro,Energizados,,,
1240.21.537,Expedição,Patrulha Touro,Energizados,,,
1240.21.538,Expedição,Patrulha Touro,Energizados,,,
1240.21.539,Expedição,Patrulha Touro,Energizados,,,
1240.21.540,Expedição,Patrulha Touro,Energizados,,,
1240.21.541,Expedição,Patrulha Touro,Energizados,,,
1240.21.542,Expedição,Patrulha Touro,Energizados,,,
1240.21.543,Expedição,Patrulha Touro,Energizados,,,
1240.21.544,Expedição,Patrulha Touro,Energizados,,,
1240.21.545,Expedição,Patrulha Touro,Energizados,,,
1240.21.546,Expedição,Patrulha Touro,Energizados,,,
1240.21.547,Expedição,Patrulha Touro,Energizados,,,
1240.21.548,Expedição,Patrulha Touro,Energizados,,,
1240.21.549,Expedição,Patrulha Touro,Energizados,,,
1240.21.550,Expedição,Patrulha Touro,Energizados,,,
1240.21.551,Expedição,Patrulha Touro,Energizados,,,
1240.21.552,Expedição,Patrulha Touro,Energizados,,,
1240.21.553,Expedição,Patrulha Touro,Energizados,,,
1240.21.554,Expedição,Patrulha Touro,Energizados,,,
1240.21.555,Expedição,Patrulha Touro,Energizados,,,
1240.21.556,Expedição,Patrulha Touro,Energizados,,,
1240.21.557,Expedição,Patrulha Touro,Energizados,,,
1240.21.558,Expedição,Patrulha Touro,Energizados,,,
1240.21.559,Expedição,Patrulha Touro,Energizados,,,
1240.21.560,Expedição,Patrulha Touro,Energizados,,,
1240.21.561,Expedição,Patrulha Touro,Energizados,,,
1240.21.562,Expedição,Patrulha Touro,Energizados,,,
1240.21.563,Expedição,Patrulha Touro,Energizados,,,
1240.21.564,Expedição,Patrulha Touro,Energizados,,,
1240.21.565,Expedição,Patrulha Touro,Energizados,,,
1240.21.566,Expedição,Patrulha Touro,Energizados,,,
1240.21.567,Expedição,Patrulha Touro,Energizados,,,
1240.21.568,Expedição,Patrulha Touro,Energizados,,,
1240.21.569,Expedição,Patrulha Touro,Energizados,,,
1240.21.570,Expedição,Patrulha Touro,Energizados,,,
1240.21.571,Expedição,Patrulha Touro,Energizados,,,
1240.21.572,Expedição,Patrulha Touro,Energizados,,,
1240.21.573,Expedição,Patrulha Touro,Energizados,,,
1240.21.574,Expedição,Patrulha Touro,Energizados,,,
1240.21.575,Expedição,Patrulha Touro,Energizados,,,
1240.21.576,Expedição,Patrulha Touro,Energizados,,,
1240.21.577,Expedição,Patrulha Touro,Energizados,,,
1240.21.578,Expedição,Patrulha Touro,Energizados,,,
1240.21.579,Expedição,Patrulha Touro,Energizados,,,
1240.21.580,Expedição,Patrulha Touro,Energizados,,,
1240.21.581,Expedição,Patrulha Touro,Energizados,,,
1240.21.582,Expedição,Patrulha Touro,Energizados,,,
1240.21.583,Expedição,Patrulha Touro,Energizados,,,
1240.21.584,Expedição,Patrulha Touro,Energizados,,,
1240.21.585,Expedição,Patrulha Touro,Energizados,,,
1240.21.586,Expedição,Patrulha Touro,Energizados,,,
1240.21.587,Expedição,Patrulha Touro,Energizados,,,
1240.21.588,Expedição,Patrulha Touro,Energizados,,,
1240.21.589,Expedição,Patrulha Touro,Energizados,,,
1240.21.590,Expedição,Patrulha Touro,Energizados,,,
1240.21.591,Expedição,Patrulha Touro,Energizados,,,
1240.21.592,Expedição,Patrulha Touro,Energizados,,,
1240.21.593,Expedição,Patrulha Touro,Energizados,,,
1240.21.594,Expedição,Patrulha Touro,Energizados,,,
1240.21.595,Expedição,Patrulha Touro,Energizados,,,
1240.21.596,Expedição,Patrulha Touro,Energizados,,,
1240.21.597,Expedição,Patrulha Touro,Energizados,,,
1240.21.598,Expedição,Patrulha Touro,Energizados,,,
1240.21.599,Expedição,Patrulha Touro,Energizados,,,
1240.21.600,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.601,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.602,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.603,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.604,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.605,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.606,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.607,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.608,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.609,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.610,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.611,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.612,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.613,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.614,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.615,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.616,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.617,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.618,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.619,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.620,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.621,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.622,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.623,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.624,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.625,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.626,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.627,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.628,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.629,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.630,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.631,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.632,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.633,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.634,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.635,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.636,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.637,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.638,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.639,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.640,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.641,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.642,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.643,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.644,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.645,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.646,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.647,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.648,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.649,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.650,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.651,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.652,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.653,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.654,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.655,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.656,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.657,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.658,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.659,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.660,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.661,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.662,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.663,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.664,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.665,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.666,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.667,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.668,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.669,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.670,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.671,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.672,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.673,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.674,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.675,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.676,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.677,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.678,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.679,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.680,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.681,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.682,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.683,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.684,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.685,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.686,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.687,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.688,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.689,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.690,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.691,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.692,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.693,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.694,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.695,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.696,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.697,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.698,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.699,Expedição,Patrulha Touro,Socorrismo,,,
1240.21.700,Expedição,Patrulha Touro,Desportivos,,,
1240.21.701,Expedição,Patrulha Touro,Desportivos,,,
1240.21.702,Expedição,Patrulha Touro,Desportivos,,,
1240.21.703,Expedição,Patrulha Touro,Desportivos,,,
1240.21.704,Expedição,Patrulha Touro,Desportivos,,,
1240.21.705,Expedição,Patrulha Touro,Desportivos,,,
1240.21.706,Expedição,Patrulha Touro,Desportivos,,,
1240.21.707,Expedição,Patrulha Touro,Desportivos,,,
1240.21.708,Expedição,Patrulha Touro,Desportivos,,,
1240.21.709,Expedição,Patrulha Touro,Desportivos,,,
1240.21.710,Expedição,Patrulha Touro,Desportivos,,,
1240.21.711,Expedição,Patrulha Touro,Desportivos,,,
1240.21.712,Expedição,Patrulha Touro,Desportivos,,,
1240.21.713,Expedição,Patrulha Touro,Desportivos,,,
1240.21.714,Expedição,Patrulha Touro,Desportivos,,,
1240.21.715,Expedição,Patrulha Touro,Desportivos,,,
1240.21.716,Expedição,Patrulha Touro,Desportivos,,,
1240.21.717,Expedição,Patrulha Touro,Desportivos,,,
1240.21.718,Expedição,Patrulha Touro,Desportivos,,,
1240.21.719,Expedição,Patrulha Touro,Desportivos,,,
1240.21.720,Expedição,Patrulha Touro,Desportivos,,,
1240.21.721,Expedição,Patrulha Touro,Desportivos,,,
1240.21.722,Expedição,Patrulha Touro,Desportivos,,,
1240.21.723,Expedição,Patrulha Touro,Desportivos,,,
1240.21.724,Expedição,Patrulha Touro,Desportivos,,,
1240.21.725,Expedição,Patrulha Touro,Desportivos,,,
1240.21.726,Expedição,Patrulha Touro,Desportivos,,,
1240.21.727,Expedição,Patrulha Touro,Desportivos,,,
1240.21.728,Expedição,Patrulha Touro,Desportivos,,,
1240.21.729,Expedição,Patrulha Touro,Desportivos,,,
1240.21.730,Expedição,Patrulha Touro,Desportivos,,,
1240.21.731,Expedição,Patrulha Touro,Desportivos,,,
1240.21.732,Expedição,Patrulha Touro,Desportivos,,,
1240.21.733,Expedição,Patrulha Touro,Desportivos,,,
1240.21.734,Expedição,Patrulha Touro,Desportivos,,,
1240.21.735,Expedição,Patrulha Touro,Desportivos,,,
1240.21.736,Expedição,Patrulha Touro,Desportivos,,,
1240.21.737,Expedição,Patrulha Touro,Desportivos,,,
1240.21.738,Expedição,Patrulha Touro,Desportivos,,,
1240.21.739,Expedição,Patrulha Touro,Desportivos,,,
1240.21.740,Expedição,Patrulha Touro,Desportivos,,,
1240.21.741,Expedição,Patrulha Touro,Desportivos,,,
1240.21.742,Expedição,Patrulha Touro,Desportivos,,,
1240.21.743,Expedição,Patrulha Touro,Desportivos,,,
1240.21.744,Expedição,Patrulha Touro,Desportivos,,,
1240.21.745,Expedição,Patrulha Touro,Desportivos,,,
1240.21.746,Expedição,Patrulha Touro,Desportivos,,,
1240.21.747,Expedição,Patrulha Touro,Desportivos,,,
1240.21.748,Expedição,Patrulha Touro,Desportivos,,,
1240.21.749,Expedição,Patrulha Touro,Desportivos,,,
1240.21.750,Expedição,Patrulha Touro,Desportivos,,,
1240.21.751,Expedição,Patrulha Touro,Desportivos,,,
1240.21.752,Expedição,Patrulha Touro,Desportivos,,,
1240.21.753,Expedição,Patrulha Touro,Desportivos,,,
1240.21.754,Expedição,Patrulha Touro,Desportivos,,,
1240.21.755,Expedição,Patrulha Touro,Desportivos,,,
1240.21.756,Expedição,Patrulha Touro,Desportivos,,,
1240.21.757,Expedição,Patrulha Touro,Desportivos,,,
1240.21.758,Expedição,Patrulha Touro,Desportivos,,,
1240.21.759,Expedição,Patrulha Touro,Desportivos,,,
1240.21.760,Expedição,Patrulha Touro,Desportivos,,,
1240.21.761,Expedição,Patrulha Touro,Desportivos,,,
1240.21.762,Expedição,Patrulha Touro,Desportivos,,,
1240.21.763,Expedição,Patrulha Touro,Desportivos,,,
1240.21.764,Expedição,Patrulha Touro,Desportivos,,,
1240.21.765,Expedição,Patrulha Touro,Desportivos,,,
1240.21.766,Expedição,Patrulha Touro,Desportivos,,,
1240.21.767,Expedição,Patrulha Touro,Desportivos,,,
1240.21.768,Expedição,Patrulha Touro,Desportivos,,,
1240.21.769,Expedição,Patrulha Touro,Desportivos,,,
1240.21.770,Expedição,Patrulha Touro,Desportivos,,,
1240.21.771,Expedição,Patrulha Touro,Desportivos,,,
1240.21.772,Expedição,Patrulha Touro,Desportivos,,,
1240.21.773,Expedição,Patrulha Touro,Desportivos,,,
1240.21.774,Expedição,Patrulha Touro,Desportivos,,,
1240.21.775,Expedição,Patrulha Touro,Desportivos,,,
1240.21.776,Expedição,Patrulha Touro,Desportivos,,,
1240.21.777,Expedição,Patrulha Touro,Desportivos,,,
1240.21.778,Expedição,Patrulha Touro,Desportivos,,,
1240.21.779,Expedição,Patrulha Touro,Desportivos,,,
1240.21.780,Expedição,Patrulha Touro,Desportivos,,,
1240.21.781,Expedição,Patrulha Touro,Desportivos,,,
1240.21.782,Expedição,Patrulha Touro,Desportivos,,,
1240.21.783,Expedição,Patrulha Touro,Desportivos,,,
1240.21.784,Expedição,Patrulha Touro,Desportivos,,,
1240.21.785,Expedição,Patrulha Touro,Desportivos,,,
1240.21.786,Expedição,Patrulha Touro,Desportivos,,,
1240.21.787,Expedição,Patrulha Touro,Desportivos,,,
1240.21.788,Expedição,Patrulha Touro,Desportivos,,,
1240.21.789,Expedição,Patrulha Touro,Desportivos,,,
1240.21.790,Expedição,Patrulha Touro,Desportivos,,,
1240.21.791,Expedição,Patrulha Touro,Desportivos,,,
1240.21.792,Expedição,Patrulha Touro,Desportivos,,,
1240.21.793,Expedição,Patrulha Touro,Desportivos,,,
1240.21.794,Expedição,Patrulha Touro,Desportivos,,,
1240.21.795,Expedição,Patrulha Touro,Desportivos,,,
1240.21.796,Expedição,Patrulha Touro,Desportivos,,,
1240.21.797,Expedição,Patrulha Touro,Desportivos,,,
1240.21.798,Expedição,Patrulha Touro,Desportivos,,,
1240.21.799,Expedição,Patrulha Touro,Desportivos,,,
1240.21.800,Expedição,Patrulha Touro,Diversos,,,
1240.21.801,Expedição,Patrulha Touro,Diversos,,,
1240.21.802,Expedição,Patrulha Touro,Diversos,,,
1240.21.803,Expedição,Patrulha Touro,Diversos,,,
1240.21.804,Expedição,Patrulha Touro,Diversos,,,
1240.21.805,Expedição,Patrulha Touro,Diversos,,,
1240.21.806,Expedição,Patrulha Touro,Diversos,,,
1240.21.807,Expedição,Patrulha Touro,Diversos,,,
1240.21.808,Expedição,Patrulha Touro,Diversos,,,
1240.21.809,Expedição,Patrulha Touro,Diversos,,,
1240.21.810,Expedição,Patrulha Touro,Diversos,,,
1240.21.811,Expedição,Patrulha Touro,Diversos,,,
1240.21.812,Expedição,Patrulha Touro,Diversos,,,
1240.21.813,Expedição,Patrulha Touro,Diversos,,,
1240.21.814,Expedição,Patrulha Touro,Diversos,,,
1240.21.815,Expedição,Patrulha Touro,Diversos,,,
1240.21.816,Expedição,Patrulha Touro,Diversos,,,
1240.21.817,Expedição,Patrulha Touro,Diversos,,,
1240.21.818,Expedição,Patrulha Touro,Diversos,,,
1240.21.819,Expedição,Patrulha Touro,Diversos,,,
1240.21.820,Expedição,Patrulha Touro,Diversos,,,
1240.21.821,Expedição,Patrulha Touro,Diversos,,,
1240.21.822,Expedição,Patrulha Touro,Diversos,,,
1240.21.823,Expedição,Patrulha Touro,Diversos,,,
1240.21.824,Expedição,Patrulha Touro,Diversos,,,
1240.21.825,Expedição,Patrulha Touro,Diversos,,,
1240.21.826,Expedição,Patrulha Touro,Diversos,,,
1240.21.827,Expedição,Patrulha Touro,Diversos,,,
1240.21.828,Expedição,Patrulha Touro,Diversos,,,
1240.21.829,Expedição,Patrulha Touro,Diversos,,,
1240.21.830,Expedição,Patrulha Touro,Diversos,,,
1240.21.831,Expedição,Patrulha Touro,Diversos,,,
1240.21.832,Expedição,Patrulha Touro,Diversos,,,
1240.21.833,Expedição,Patrulha Touro,Diversos,,,
1240.21.834,Expedição,Patrulha Touro,Diversos,,,
1240.21.835,Expedição,Patrulha Touro,Diversos,,,
1240.21.836,Expedição,Patrulha Touro,Diversos,,,
1240.21.837,Expedição,Patrulha Touro,Diversos,,,
1240.21.838,Expedição,Patrulha Touro,Diversos,,,
1240.21.839,Expedição,Patrulha Touro,Diversos,,,
1240.21.840,Expedição,Patrulha Touro,Diversos,,,
1240.21.841,Expedição,Patrulha Touro,Diversos,,,
1240.21.842,Expedição,Patrulha Touro,Diversos,,,
1240.21.843,Expedição,Patrulha Touro,Diversos,,,
1240.21.844,Expedição,Patrulha Touro,Diversos,,,
1240.21.845,Expedição,Patrulha Touro,Diversos,,,
1240.21.846,Expedição,Patrulha Touro,Diversos,,,
1240.21.847,Expedição,Patrulha Touro,Diversos,,,
1240.21.848,Expedição,Patrulha Touro,Diversos,,,
1240.21.849,Expedição,Patrulha Touro,Diversos,,,
1240.21.850,Expedição,Patrulha Touro,Diversos,,,
1240.21.851,Expedição,Patrulha Touro,Diversos,,,
1240.21.852,Expedição,Patrulha Touro,Diversos,,,
1240.21.853,Expedição,Patrulha Touro,Diversos,,,
1240.21.854,Expedição,Patrulha Touro,Diversos,,,
1240.21.855,Expedição,Patrulha Touro,Diversos,,,
1240.21.856,Expedição,Patrulha Touro,Diversos,,,
1240.21.857,Expedição,Patrulha Touro,Diversos,,,
1240.21.858,Expedição,Patrulha Touro,Diversos,,,
1240.21.859,Expedição,Patrulha Touro,Diversos,,,
1240.21.860,Expedição,Patrulha Touro,Diversos,,,
1240.21.861,Expedição,Patrulha Touro,Diversos,,,
1240.21.862,Expedição,Patrulha Touro,Diversos,,,
1240.21.863,Expedição,Patrulha Touro,Diversos,,,
1240.21.864,Expedição,Patrulha Touro,Diversos,,,
1240.21.865,Expedição,Patrulha Touro,Diversos,,,
1240.21.866,Expedição,Patrulha Touro,Diversos,,,
1240.21.867,Expedição,Patrulha Touro,Diversos,,,
1240.21.868,Expedição,Patrulha Touro,Diversos,,,
1240.21.869,Expedição,Patrulha Touro,Diversos,,,
1240.21.870,Expedição,Patrulha Touro,Diversos,,,
1240.21.871,Expedição,Patrulha Touro,Diversos,,,
1240.21.872,Expedição,Patrulha Touro,Diversos,,,
1240.21.873,Expedição,Patrulha Touro,Diversos,,,
1240.21.874,Expedição,Patrulha Touro,Diversos,,,
1240.21.875,Expedição,Patrulha Touro,Diversos,,,
1240.21.876,Expedição,Patrulha Touro,Diversos,,,
1240.21.877,Expedição,Patrulha Touro,Diversos,,,
1240.21.878,Expedição,Patrulha Touro,Diversos,,,
1240.21.879,Expedição,Patrulha Touro,Diversos,,,
1240.21.880,Expedição,Patrulha Touro,Diversos,,,
1240.21.881,Expedição,Patrulha Touro,Diversos,,,
1240.21.882,Expedição,Patrulha Touro,Diversos,,,
1240.21.883,Expedição,Patrulha Touro,Diversos,,,
1240.21.884,Expedição,Patrulha Touro,Diversos,,,
1240.21.885,Expedição,Patrulha Touro,Diversos,,,
1240.21.886,Expedição,Patrulha Touro,Diversos,,,
1240.21.887,Expedição,Patrulha Touro,Diversos,,,
1240.21.888,Expedição,Patrulha Touro,Diversos,,,
1240.21.889,Expedição,Patrulha Touro,Diversos,,,
1240.21.890,Expedição,Patrulha Touro,Diversos,,,
1240.21.891,Expedição,Patrulha Touro,Diversos,,,
1240.21.892,Expedição,Patrulha Touro,Diversos,,,
1240.21.893,Expedição,Patrulha Touro,Diversos,,,
1240.21.894,Expedição,Patrulha Touro,Diversos,,,
1240.21.895,Expedição,Patrulha Touro,Diversos,,,
1240.21.896,Expedição,Patrulha Touro,Diversos,,,
1240.21.897,Expedição,Patrulha Touro,Diversos,,,
1240.21.898,Expedição,Patrulha Touro,Diversos,,,
1240.21.899,Expedição,Patrulha Touro,Diversos,,,
1240.21.900,Expedição,Patrulha Touro,Jogos,,,
1240.21.901,Expedição,Patrulha Touro,Jogos,,,
1240.21.902,Expedição,Patrulha Touro,Jogos,,,
1240.21.903,Expedição,Patrulha Touro,Jogos,,,
1240.21.904,Expedição,Patrulha Touro,Jogos,,,
1240.21.905,Expedição,Patrulha Touro,Jogos,,,
1240.21.906,Expedição,Patrulha Touro,Jogos,,,
1240.21.907,Expedição,Patrulha Touro,Jogos,,,
1240.21.908,Expedição,Patrulha Touro,Jogos,,,
1240.21.909,Expedição,Patrulha Touro,Jogos,,,
1240.21.910,Expedição,Patrulha Touro,Jogos,,,
1240.21.911,Expedição,Patrulha Touro,Jogos,,,
1240.21.912,Expedição,Patrulha Touro,Jogos,,,
1240.21.913,Expedição,Patrulha Touro,Jogos,,,
1240.21.914,Expedição,Patrulha Touro,Jogos,,,
1240.21.915,Expedição,Patrulha Touro,Jogos,,,
1240.21.916,Expedição,Patrulha Touro,Jogos,,,
1240.21.917,Expedição,Patrulha Touro,Jogos,,,
1240.21.918,Expedição,Patrulha Touro,Jogos,,,
1240.21.919,Expedição,Patrulha Touro,Jogos,,,
1240.21.920,Expedição,Patrulha Touro,Jogos,,,
1240.21.921,Expedição,Patrulha Touro,Jogos,,,
1240.21.922,Expedição,Patrulha Touro,Jogos,,,
1240.21.923,Expedição,Patrulha Touro,Jogos,,,
1240.21.924,Expedição,Patrulha Touro,Jogos,,,
1240.21.925,Expedição,Patrulha Touro,Jogos,,,
1240.21.926,Expedição,Patrulha Touro,Jogos,,,
1240.21.927,Expedição,Patrulha Touro,Jogos,,,
1240.21.928,Expedição,Patrulha Touro,Jogos,,,
1240.21.929,Expedição,Patrulha Touro,Jogos,,,
1240.21.930,Expedição,Patrulha Touro,Jogos,,,
1240.21.931,Expedição,Patrulha Touro,Jogos,,,
1240.21.932,Expedição,Patrulha Touro,Jogos,,,
1240.21.933,Expedição,Patrulha Touro,Jogos,,,
1240.21.934,Expedição,Patrulha Touro,Jogos,,,
1240.21.935,Expedição,Patrulha Touro,Jogos,,,
1240.21.936,Expedição,Patrulha Touro,Jogos,,,
1240.21.937,Expedição,Patrulha Touro,Jogos,,,
1240.21.938,Expedição,Patrulha Touro,Jogos,,,
1240.21.939,Expedição,Patrulha Touro,Jogos,,,
1240.21.940,Expedição,Patrulha Touro,Jogos,,,
1240.21.941,Expedição,Patrulha Touro,Jogos,,,
1240.21.942,Expedição,Patrulha Touro,Jogos,,,
1240.21.943,Expedição,Patrulha Touro,Jogos,,,
1240.21.944,Expedição,Patrulha Touro,Jogos,,,
1240.21.945,Expedição,Patrulha Touro,Jogos,,,
1240.21.946,Expedição,Patrulha Touro,Jogos,,,
1240.21.947,Expedição,Patrulha Touro,Jogos,,,
1240.21.948,Expedição,Patrulha Touro,Jogos,,,
1240.21.949,Expedição,Patrulha Touro,Jogos,,,
1240.21.950,Expedição,Patrulha Touro,Jogos,,,
1240.21.951,Expedição,Patrulha Touro,Jogos,,,
1240.21.952,Expedição,Patrulha Touro,Jogos,,,
1240.21.953,Expedição,Patrulha Touro,Jogos,,,
1240.21.954,Expedição,Patrulha Touro,Jogos,,,
1240.21.955,Expedição,Patrulha Touro,Jogos,,,
1240.21.956,Expedição,Patrulha Touro,Jogos,,,
1240.21.957,Expedição,Patrulha Touro,Jogos,,,
1240.21.958,Expedição,Patrulha Touro,Jogos,,,
1240.21.959,Expedição,Patrulha Touro,Jogos,,,
1240.21.960,Expedição,Patrulha Touro,Jogos,,,
1240.21.961,Expedição,Patrulha Touro,Jogos,,,
1240.21.962,Expedição,Patrulha Touro,Jogos,,,
1240.21.963,Expedição,Patrulha Touro,Jogos,,,
1240.21.964,Expedição,Patrulha Touro,Jogos,,,
1240.21.965,Expedição,Patrulha Touro,Jogos,,,
1240.21.966,Expedição,Patrulha Touro,Jogos,,,
1240.21.967,Expedição,Patrulha Touro,Jogos,,,
1240.21.968,Expedição,Patrulha Touro,Jogos,,,
1240.21.969,Expedição,Patrulha Touro,Jogos,,,
1240.21.970,Expedição,Patrulha Touro,Jogos,,,
1240.21.971,Expedição,Patrulha Touro,Jogos,,,
1240.21.972,Expedição,Patrulha Touro,Jogos,,,
1240.21.973,Expedição,Patrulha Touro,Jogos,,,
1240.21.974,Expedição,Patrulha Touro,Jogos,,,
1240.21.975,Expedição,Patrulha Touro,Jogos,,,
1240.21.976,Expedição,Patrulha Touro,Jogos,,,
1240.21.977,Expedição,Patrulha Touro,Jogos,,,
1240.21.978,Expedição,Patrulha Touro,Jogos,,,
1240.21.979,Expedição,Patrulha Touro,Jogos,,,
1240.21.980,Expedição,Patrulha Touro,Jogos,,,
1240.21.981,Expedição,Patrulha Touro,Jogos,,,
1240.21.982,Expedição,Patrulha Touro,Jogos,,,
1240.21.983,Expedição,Patrulha Touro,Jogos,,,
1240.21.984,Expedição,Patrulha Touro,Jogos,,,
1240.21.985,Expedição,Patrulha Touro,Jogos,,,
1240.21.986,Expedição,Patrulha Touro,Jogos,,,
1240.21.987,Expedição,Patrulha Touro,Jogos,,,
1240.21.988,Expedição,Patrulha Touro,Jogos,,,
1240.21.989,Expedição,Patrulha Touro,Jogos,,,
1240.21.990,Expedição,Patrulha Touro,Jogos,,,
1240.21.991,Expedição,Patrulha Touro,Jogos,,,
1240.21.992,Expedição,Patrulha Touro,Jogos,,,
1240.21.993,Expedição,Patrulha Touro,Jogos,,,
1240.21.994,Expedição,Patrulha Touro,Jogos,,,
1240.21.995,Expedição,Patrulha Touro,Jogos,,,
1240.21.996,Expedição,Patrulha Touro,Jogos,,,
1240.21.997,Expedição,Patrulha Touro,Jogos,,,
1240.21.998,Expedição,Patrulha Touro,Jogos,,,
1240.21.999,Expedição,Patrulha Touro,Jogos,,,
1240.22.100,Expedição,Patrulha Pantera,Sede,,,
1240.22.101,Expedição,Patrulha Pantera,Sede,,,
1240.22.102,Expedição,Patrulha Pantera,Sede,,,
1240.22.103,Expedição,Patrulha Pantera,Sede,,,
1240.22.104,Expedição,Patrulha Pantera,Sede,,,
1240.22.105,Expedição,Patrulha Pantera,Sede,,,
1240.22.106,Expedição,Patrulha Pantera,Sede,,,
