Código,Unidade,Sub unidade,Tipo,Nome,Descritivo
1240.00.715,Agrupamento,,Desportivos,,
1240.00.716,Agrupamento,,Desportivos,,
1240.00.717,Agrupamento,,Desportivos,,
1240.00.718,Agrupamento,,Desportivos,Escada quebra-costas 1,
1240.00.719,Agrupamento,,Desportivos,Escada quebra-costas 2,
1240.00.720,Agrupamento,,Desportivos,Capacete Amarelo Espeleo,
1240.00.721,Agrupamento,,Desportivos,Capacete Azul Espeleo,
1240.00.722,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.723,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.724,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.725,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.726,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.727,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.728,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.729,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.730,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.731,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.732,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.733,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.734,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.735,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.736,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.737,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.738,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.739,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.740,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.741,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.742,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.743,Agrupamento,,Desportivos,Capacete Branco Espeleo,
1240.00.744,Agrupamento,,Desportivos,,
1240.00.745,Agrupamento,,Desportivos,,
1240.00.746,Agrupamento,,Desportivos,,
1240.00.747,Agrupamento,,Desportivos,,
1240.00.748,Agrupamento,,Desportivos,,
1240.00.749,Agrupamento,,Desportivos,,
1240.00.750,Agrupamento,,Desportivos,,
1240.00.751,Agrupamento,,Desportivos,,
1240.00.752,Agrupamento,,Desportivos,,
1240.00.753,Agrupamento,,Desportivos,,
1240.00.754,Agrupamento,,Desportivos,,
1240.00.755,Agrupamento,,Desportivos,,
1240.00.756,Agrupamento,,Desportivos,,
1240.00.757,Agrupamento,,Desportivos,,
1240.00.758,Agrupamento,,Desportivos,,
1240.00.759,Agrupamento,,Desportivos,,
1240.00.760,Agrupamento,,Desportivos,,
1240.00.761,Agrupamento,,Desportivos,,
1240.00.762,Agrupamento,,Desportivos,,
1240.00.763,Agrupamento,,Desportivos,,
1240.00.764,Agrupamento,,Desportivos,,
1240.00.765,Agrupamento,,Desportivos,,
1240.00.766,Agrupamento,,Desportivos,,
1240.00.767,Agrupamento,,Desportivos,,
1240.00.768,Agrupamento,,Desportivos,,
1240.00.769,Agrupamento,,Desportivos,,
1240.00.770,Agrupamento,,Desportivos,,
1240.00.771,Agrupamento,,Desportivos,,
1240.00.772,Agrupamento,,Desportivos,,
1240.00.773,Agrupamento,,Desportivos,,
1240.00.774,Agrupamento,,Desportivos,,
1240.00.775,Agrupamento,,Desportivos,,
1240.00.776,Agrupamento,,Desportivos,,
1240.00.777,Agrupamento,,Desportivos,,
1240.00.778,Agrupamento,,Desportivos,,
1240.00.779,Agrupamento,,Desportivos,,
1240.00.780,Agrupamento,,Desportivos,,
1240.00.781,Agrupamento,,Desportivos,,
1240.00.782,Agrupamento,,Desportivos,,
1240.00.783,Agrupamento,,Desportivos,,
1240.00.784,Agrupamento,,Desportivos,,
1240.00.785,Agrupamento,,Desportivos,,
1240.00.786,Agrupamento,,Desportivos,,
1240.00.787,Agrupamento,,Desportivos,,
1240.00.788,Agrupamento,,Desportivos,,
1240.00.789,Agrupamento,,Desportivos,,
1240.00.790,Agrupamento,,Desportivos,,
1240.00.791,Agrupamento,,Desportivos,,
1240.00.792,Agrupamento,,Desportivos,,
1240.00.793,Agrupamento,,Desportivos,,
1240.00.794,Agrupamento,,Desportivos,,
1240.00.795,Agrupamento,,Desportivos,,
1240.00.796,Agrupamento,,Desportivos,,
1240.00.797,Agrupamento,,Desportivos,,
1240.00.798,Agrupamento,,Desportivos,,
1240.00.799,Agrupamento,,Desportivos,,
1240.00.800,Agrupamento,,Diversos,Saco Militar xL,"Pequeno; Transporte de cabos, cordas e cintas"
1240.00.801,Agrupamento,,Diversos,Saco Militar xL,Grande
1240.00.802,Agrupamento,,Diversos,Saco Militar xL,Grande
1240.00.803,Agrupamento,,Diversos,Saco Militar xL,Grande
1240.00.804,Agrupamento,,Diversos,Saco Militar xL,Pequeno
1240.00.805,Agrupamento,,Diversos,Saco Militar xL,Pequeno
1240.00.806,Agrupamento,,Diversos,Saco Militar xL,Pequeno
1240.00.807,Agrupamento,,Diversos,,
1240.00.808,Agrupamento,,Diversos,,
1240.00.809,Agrupamento,,Diversos,,
1240.00.810,Agrupamento,,Diversos,,
1240.00.811,Agrupamento,,Diversos,,
1240.00.812,Agrupamento,,Diversos,,
1240.00.813,Agrupamento,,Diversos,,
1240.00.814,Agrupamento,,Diversos,,
1240.00.815,Agrupamento,,Diversos,,
1240.00.816,Agrupamento,,Diversos,,
1240.00.817,Agrupamento,,Diversos,,
1240.00.818,Agrupamento,,Diversos,,
1240.00.819,Agrupamento,,Diversos,,
1240.00.820,Agrupamento,,Diversos,,
1240.00.821,Agrupamento,,Diversos,,
1240.00.822,Agrupamento,,Diversos,,
1240.00.823,Agrupamento,,Diversos,,
1240.00.824,Agrupamento,,Diversos,,
1240.00.825,Agrupamento,,Diversos,,
1240.00.826,Agrupamento,,Diversos,,
1240.00.827,Agrupamento,,Diversos,,
1240.00.828,Agrupamento,,Diversos,,
1240.00.829,Agrupamento,,Diversos,,
1240.00.830,Agrupamento,,Diversos,,
1240.00.831,Agrupamento,,Diversos,,
1240.00.832,Agrupamento,,Diversos,,
1240.00.833,Agrupamento,,Diversos,,
1240.00.834,Agrupamento,,Diversos,,
1240.00.835,Agrupamento,,Diversos,,
1240.00.836,Agrupamento,,Diversos,,
1240.00.837,Agrupamento,,Diversos,,
1240.00.838,Agrupamento,,Diversos,,
1240.00.839,Agrupamento,,Diversos,,
1240.00.840,Agrupamento,,Diversos,,
1240.00.841,Agrupamento,,Diversos,,
1240.00.842,Agrupamento,,Diversos,,
1240.00.843,Agrupamento,,Diversos,,
1240.00.844,Agrupamento,,Diversos,,
1240.00.845,Agrupamento,,Diversos,,
1240.00.846,Agrupamento,,Diversos,,
1240.00.847,Agrupamento,,Diversos,,
1240.00.848,Agrupamento,,Diversos,,
1240.00.849,Agrupamento,,Diversos,,
1240.00.850,Agrupamento,,Diversos,,
1240.00.851,Agrupamento,,Diversos,,
1240.00.852,Agrupamento,,Diversos,,
1240.00.853,Agrupamento,,Diversos,,
1240.00.854,Agrupamento,,Diversos,,
1240.00.855,Agrupamento,,Diversos,,
1240.00.856,Agrupamento,,Diversos,,
1240.00.857,Agrupamento,,Diversos,,
1240.00.858,Agrupamento,,Diversos,,
1240.00.859,Agrupamento,,Diversos,,
1240.00.860,Agrupamento,,Diversos,,
1240.00.861,Agrupamento,,Diversos,,
1240.00.862,Agrupamento,,Diversos,,
1240.00.863,Agrupamento,,Diversos,,
1240.00.864,Agrupamento,,Diversos,,
1240.00.865,Agrupamento,,Diversos,,
1240.00.866,Agrupamento,,Diversos,,
1240.00.867,Agrupamento,,Diversos,,
1240.00.868,Agrupamento,,Diversos,,
1240.00.869,Agrupamento,,Diversos,,
1240.00.870,Agrupamento,,Diversos,,
1240.00.871,Agrupamento,,Diversos,,
1240.00.872,Agrupamento,,Diversos,,
1240.00.873,Agrupamento,,Diversos,,
1240.00.874,Agrupamento,,Diversos,,
1240.00.875,Agrupamento,,Diversos,,
1240.00.876,Agrupamento,,Diversos,,
1240.00.877,Agrupamento,,Diversos,,
1240.00.878,Agrupamento,,Diversos,,
1240.00.879,Agrupamento,,Diversos,,
1240.00.880,Agrupamento,,Diversos,,
1240.00.881,Agrupamento,,Diversos,,
1240.00.882,Agrupamento,,Diversos,,
1240.00.883,Agrupamento,,Diversos,,
1240.00.884,Agrupamento,,Diversos,,
1240.00.885,Agrupamento,,Diversos,,
1240.00.886,Agrupamento,,Diversos,,
1240.00.887,Agrupamento,,Diversos,,
1240.00.888,Agrupamento,,Diversos,,
1240.00.889,Agrupamento,,Diversos,,
1240.00.890,Agrupamento,,Diversos,,
1240.00.891,Agrupamento,,Diversos,,
1240.00.892,Agrupamento,,Diversos,,
1240.00.893,Agrupamento,,Diversos,,
1240.00.894,Agrupamento,,Diversos,,
1240.00.895,Agrupamento,,Diversos,,
1240.00.896,Agrupamento,,Diversos,,
1240.00.897,Agrupamento,,Diversos,,
1240.00.898,Agrupamento,,Diversos,,
1240.00.899,Agrupamento,,Diversos,,
1240.00.900,Agrupamento,,Jogos,Caixa Arrumação Jogos Cinzenta,Caixa de plástico cinzenta com tampa preta; Arrumação de materiais diversos
1240.00.901,Agrupamento,,Jogos,Caixa Arrumação Jogos Vermelha,Caixa de plástico vermelha com tampa; Arrumação de balões
1240.00.902,Agrupamento,,Jogos,Caixa Arrumação Jogos Transparente,Caixa de plástico transparente com tampa cinzenta; Arrumação de cordas finas
1240.00.903,Agrupamento,,Jogos,Caixa Arrumação Jogos Transparente,Caixa de plástico transparente com tampa cinzenta; Arrumação de cordas finas
1240.00.904,Agrupamento,,Jogos,Arcos suspensos,4 Conjuntos de tubos que formam arcos suspensos+F381: Vara de tubo + suporte + arco
1240.00.905,Agrupamento,,Jogos,,
1240.00.906,Agrupamento,,Jogos,,
1240.00.907,Agrupamento,,Jogos,,
1240.00.908,Agrupamento,,Jogos,,
1240.00.909,Agrupamento,,Jogos,,
1240.00.910,Agrupamento,,Jogos,,
1240.00.911,Agrupamento,,Jogos,,
1240.00.912,Agrupamento,,Jogos,,
1240.00.913,Agrupamento,,Jogos,,
1240.00.914,Agrupamento,,Jogos,,
1240.00.915,Agrupamento,,Jogos,,
1240.00.916,Agrupamento,,Jogos,,
1240.00.917,Agrupamento,,Jogos,,
1240.00.918,Agrupamento,,Jogos,,
1240.00.919,Agrupamento,,Jogos,,
1240.00.920,Agrupamento,,Jogos,,
1240.00.921,Agrupamento,,Jogos,,
1240.00.922,Agrupamento,,Jogos,,
1240.00.923,Agrupamento,,Jogos,,
1240.00.924,Agrupamento,,Jogos,,
1240.00.925,Agrupamento,,Jogos,,
1240.00.926,Agrupamento,,Jogos,,
1240.00.927,Agrupamento,,Jogos,,
1240.00.928,Agrupamento,,Jogos,,
1240.00.929,Agrupamento,,Jogos,,
1240.00.930,Agrupamento,,Jogos,,
1240.00.931,Agrupamento,,Jogos,,
1240.00.932,Agrupamento,,Jogos,,
1240.00.933,Agrupamento,,Jogos,,
1240.00.934,Agrupamento,,Jogos,,
1240.00.935,Agrupamento,,Jogos,,
1240.00.936,Agrupamento,,Jogos,,
1240.00.937,Agrupamento,,Jogos,,
1240.00.938,Agrupamento,,Jogos,,
1240.00.939,Agrupamento,,Jogos,,
1240.00.940,Agrupamento,,Jogos,,
1240.00.941,Agrupamento,,Jogos,,
1240.00.942,Agrupamento,,Jogos,,
1240.00.943,Agrupamento,,Jogos,,
1240.00.944,Agrupamento,,Jogos,,
1240.00.945,Agrupamento,,Jogos,,
1240.00.946,Agrupamento,,Jogos,,
1240.00.947,Agrupamento,,Jogos,,
1240.00.948,Agrupamento,,Jogos,,
1240.00.949,Agrupamento,,Jogos,,
1240.00.950,Agrupamento,,Jogos,,
1240.00.951,Agrupamento,,Jogos,,
1240.00.952,Agrupamento,,Jogos,,
1240.00.953,Agrupamento,,Jogos,,
1240.00.954,Agrupamento,,Jogos,,
1240.00.955,Agrupamento,,Jogos,,
1240.00.956,Agrupamento,,Jogos,,
1240.00.957,Agrupamento,,Jogos,,
1240.00.958,Agrupamento,,Jogos,,
1240.00.959,Agrupamento,,Jogos,,
1240.00.960,Agrupamento,,Jogos,,
1240.00.961,Agrupamento,,Jogos,,
1240.00.962,Agrupamento,,Jogos,,
1240.00.963,Agrupamento,,Jogos,,
1240.00.964,Agrupamento,,Jogos,,
1240.00.965,Agrupamento,,Jogos,,
1240.00.966,Agrupamento,,Jogos,,
1240.00.967,Agrupamento,,Jogos,,
1240.00.968,Agrupamento,,Jogos,,
1240.00.969,Agrupamento,,Jogos,,
1240.00.970,Agrupamento,,Jogos,,
1240.00.971,Agrupamento,,Jogos,,
1240.00.972,Agrupamento,,Jogos,,
1240.00.973,Agrupamento,,Jogos,,
1240.00.974,Agrupamento,,Jogos,,
1240.00.975,Agrupamento,,Jogos,,
1240.00.976,Agrupamento,,Jogos,,
1240.00.977,Agrupamento,,Jogos,,
1240.00.978,Agrupamento,,Jogos,,
1240.00.979,Agrupamento,,Jogos,,
1240.00.980,Agrupamento,,Jogos,,
1240.00.981,Agrupamento,,Jogos,,
1240.00.982,Agrupamento,,Jogos,,
1240.00.983,Agrupamento,,Jogos,,
1240.00.984,Agrupamento,,Jogos,,
1240.00.985,Agrupamento,,Jogos,,
1240.00.986,Agrupamento,,Jogos,,
1240.00.987,Agrupamento,,Jogos,,
1240.00.988,Agrupamento,,Jogos,,
1240.00.989,Agrupamento,,Jogos,,
1240.00.990,Agrupamento,,Jogos,,
1240.00.991,Agrupamento,,Jogos,,
1240.00.992,Agrupamento,,Jogos,,
1240.00.993,Agrupamento,,Jogos,,
1240.00.994,Agrupamento,,Jogos,,
1240.00.995,Agrupamento,,Jogos,,
1240.00.996,Agrupamento,,Jogos,,
1240.00.997,Agrupamento,,Jogos,,
1240.00.998,Agrupamento,,Jogos,,
1240.00.999,Agrupamento,,Jogos,,
